?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBbt_20002238>	"Adult neuron belonging to group 029 of the terra incognita neurons with substantial synapsing in the saddle (Scheffer et al., 2020). It has postsynaptic sites in the ventrolateral neuropils, wedge, periesophageal neuropils and saddle (Scheffer et al., 2020). It has presynaptic sites in the ventrolateral neuropils, wedge, periesophageal neuropils and saddle (Scheffer et al., 2020)."	"VFB:FBbt_20002238"
<http://purl.obolibrary.org/obo/FBbt_20000393>	"Adult brain-intrinsic neuron of the AVLP284 group, with its soma in the brain, anterior to the anterior ventrolateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the VLPa1 lateral hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral posterior ventrolateral protocerebrum, the ipsilateral anterior ventrolateral protocerebrum and the ipsilateral posterior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral posterior ventrolateral protocerebrum, the ipsilateral anterior ventrolateral protocerebrum, the ipsilateral posterior lateral protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 3 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000393"
<http://purl.obolibrary.org/obo/FBbt_20000882>	"Adult brain-intrinsic neuron of the CL177 group, with its soma in the brain, posterior-dorsal to the superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SMPp&v1 posterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior medial protocerebrum, the ipsilateral inferior clamp, the contralateral inferior clamp, the ipsilateral gorget and the ipsilateral inferior bridge (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral inferior clamp, the contralateral inferior clamp, the ipsilateral gorget, the contralateral gorget and the contralateral inferior bridge (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000882"
<http://purl.obolibrary.org/obo/FBbt_20007596>	"Adult lobula visual projection neuron of the LoVP58 group (Nern et al., 2025). It belongs to the SLPpl2 hemilineage (Nern et al., 2025). It receives input in the ipsilateral lobula layer 4, lobula layer 6, posterior lateral protocerebrum, superior clamp, inferior clamp and lobula layer 5B (Nern et al., 2025). It sends output to the ipsilateral lobula layer 6, posterior lateral protocerebrum, superior clamp, inferior clamp and lobula layer 5B (Nern et al., 2025). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024; Nern et al., 2025). There is one of these cells per hemisphere (Nern et al., 2025)."	"VFB:FBbt_20007596"
<http://purl.obolibrary.org/obo/FBbt_00003274>	"Muscle involved in the dilation of the adult cibarium."	
<http://purl.obolibrary.org/obo/FBbt_00100638>	"Any neuron (FBbt:00005106) that develops from some neuroblast DAMv2 (FBbt:00100512)."	"larvalbrain_axon_tract:169 VFB:FBbt_00100638"
<http://purl.obolibrary.org/obo/FBbt_00111449>	"Adult protocerebral bridge 1 glomerulus-fan-shaped body layers 4 and 5-unilateral lateral accessory lobe (PFL3) neuron with dendritic arbors in protocerebral bridge (PB) glomerulus 6 and in the ipsilateral fan-shaped body, in the same column as the ipsilateral ipsilaterally-projecting PFL3 neuron of PB glomerulus 1 (Lin et al., 2013; Hulse et al., 2021). Its axon terminals are in the contralateral lateral accessory lobe (Lin et al., 2013; Hulse et al., 2021)."	"VFB:FBbt_00111449"
<http://purl.obolibrary.org/obo/FBbt_20009679>	"Adult intrinsic neuron of the IN12A016 group with bilateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 12A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in multiple regions and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism and their somas are found in the prothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20009679"
<http://purl.obolibrary.org/obo/FBbt_00058486>	"Any ventral oblique muscle (FBbt:00058302) that is part of some abdominal segment 1 (FBbt:00000022)."	
<http://purl.obolibrary.org/obo/FBbt_20004738>	"Adult brain-intrinsic neuron of the CB1057 group, with its soma in the brain, posterior-dorsal to the superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the LHd2 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior lateral protocerebrum and the ipsilateral lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior lateral protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 4 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20004738"
<http://purl.obolibrary.org/obo/FBbt_20002025>	"Adult neuron belonging to group 270 of the terra incognita neurons with substantial synapsing in the posterior slope (Scheffer et al., 2020). It has postsynaptic sites in the lateral accessory lobe, lateral complex, ventromedial neuropils, inferior neuropils, vest, posterior lateral protocerebrum, ventrolateral neuropils and superior posterior slope (Scheffer et al., 2020). It has presynaptic sites in the ventromedial neuropils, inferior neuropils, posterior lateral protocerebrum, inferior bridge, ventrolateral neuropils and superior posterior slope (Scheffer et al., 2020)."	"VFB:FBbt_20002025"
<http://purl.obolibrary.org/obo/FBbt_00000947>	"Any muscle cell (FBbt:00005074) that is part of some abdominal 7 lateral transverse muscle 2 (FBbt:00058748)."	
<http://purl.obolibrary.org/obo/FBbt_00051721>	"Adult lateral horn output neuron of the AV3l1 group that fasciculates with the AV3 primary neurite tract (Schlegel et al., 2021). There is approximately one of these cells per hemisphere (Schlegel et al., 2021)."	"VFB:FBbt_00051721"
<http://purl.obolibrary.org/obo/FBbt_00053438>	"Adult projection neuron of the AVLP_pr19 group, which innervates the anterior ventrolateral protocerebrum (Baker et al., 2022). It remains ipsilateral (Baker et al., 2022)."	"VFB:FBbt_00053438"
<http://purl.obolibrary.org/obo/FBbt_20001868>	"Adult descending neuron of the PS113 group, with its soma in the brain, dorsal to the antler (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SMPpm1 hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior posterior slope, the ipsilateral inferior posterior slope, the gnathal ganglia, the ipsilateral lateral accessory lobe, the contralateral superior posterior slope, the ipsilateral epaulette and the ipsilateral superior intermediate protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia, the contralateral superior posterior slope, the contralateral inferior posterior slope and the saddle (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20001868"
<http://purl.obolibrary.org/obo/FBbt_00067367>	"Adult uniglomerular antennal lobe projection neuron from the ALl1 dorsal hemilineage with dendrites that mainly innervate antennal lobe glomerulus DM5 (Bates et al., 2020). The axons of these neurons innervate the lateral horn. There are around three of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020)."	"FlyBrain_NDB:10496 VFB:FBbt_00067367"
<http://purl.obolibrary.org/obo/FBbt_00004072>	"Motor neuron that arborizes in the wing neuropil and innervates tergopleural muscle 2, ipsilaterally (Trimarchi and Schneiderman, 1994). It has a small, roughly spherical soma, located mediolaterally, ventral to the level of the posterior dorsal mesothoracic nerve root (Trimarchi and Schneiderman, 1994). Its axon exits the ventral nerve cord in the anterior dorsal mesothoracic nerve (Trimarchi and Schneiderman, 1994). Within the ventral nerve cord, it extends medially, arborizing in the dorsal medial mesothoracic neuromere and wing neuropil, with some neurites crossing the midline and some reaching the posterior prothoracic neuromere (Trimarchi and Schneiderman, 1994; Ehrhardt et al., 2023). A posteriorly-directed branch innervates the ipsilateral dorsal metathoracic (haltere) nerve root (Trimarchi and Schneiderman, 1994). In the male, it plays a role in many aspects of courtship song generation (O'Sullivan et al., 2018; Ehrhardt et al., 2023)."	"VFB:FBbt_00004072"
<http://purl.obolibrary.org/obo/FBbt_00003254>	"Any abdominal ventral adult muscle precursor cell (FBbt:00003251) that is part of some abdominal segment 3 (FBbt:00000024)."	
<http://purl.obolibrary.org/obo/FBbt_00111621>	"Segmental tarsal chemosensory neuron of the adult that innervates a prothoracic leg tarsal taste bristle, projects to the ventral part of the ipsilateral prothoracic leg neuropil, and does not ascend to the brain (Kwon et al., 2014, Thoma et al., 2016, Tsubouchi et al., 2017)."	"VFB:FBbt_00111621"
<http://purl.obolibrary.org/obo/FBbt_00004192>	"Cell that separates the cornea from the underlying rhabdomeres."	
<http://purl.obolibrary.org/obo/FBbt_20011014>	"Adult intrinsic neuron of the INXXX336 group with bilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron (Takemura et al., 2024; Marin et al., 2024). It receives input in the abdominal neuromere and sends output to the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the abdominal neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20011014"
<http://purl.obolibrary.org/obo/GO_0009966>	"Any process that modulates the frequency, rate or extent of signal transduction."	
<http://purl.obolibrary.org/obo/FBbt_20007318>	"Adult descending neuron of the DNge006 group, with its soma in the brain, lateral to the inferior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It is a putative embryonic-born neuron (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the gnathal ganglia and the ipsilateral inferior posterior slope (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20007318"
<http://purl.obolibrary.org/obo/FBbt_20003422>	"Adult neuron belonging to group 560 of the terra incognita neurons with substantial synapsing in the superior medial protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the superior lateral protocerebrum, superior medial protocerebrum, superior neuropils and superior intermediate protocerebrum (Scheffer et al., 2020). It has presynaptic sites in the superior medial protocerebrum and superior neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20003422"
<http://purl.obolibrary.org/obo/FBbt_00053413>	"Lobula plate tangential neuron of the noduli group that receives input in the central part of the lobula plate layer 1 visual field, spanning around 150 columns (Zhao et al., 2023; Nern et al., 2025). Some dendrites also reach layer 3 (Nern et al., 2025). It sends output mainly to the ipsilateral lateral accessory lobe and the contralateral inferior posterior slope (Dorkenwald et al., 2024; Schlegel et al., 2024). There is one of these cells per hemisphere (Zhao et al., 2023; Nern et al., 2025)."	"VFB:FBbt_00053413"
<http://purl.obolibrary.org/obo/FBbt_00049898>	"Any Notch OFF hemilineage neuron (FBbt:00049540) that develops from some neuroblast BAmd1 (FBbt:00100551)."	"VFB:FBbt_00049898"
<http://purl.obolibrary.org/obo/FBbt_00000571>	"Any muscle cell (FBbt:00005074) that is part of some metathoracic ventral oblique muscle 2 (FBbt:00058402)."	
<http://purl.obolibrary.org/obo/FBbt_20007468>	"Adult descending neuron with its soma in the gnathal ganglion, ventral to the antennal mechanosensory and motor center (Schlegel et al., 2024; Dorkenwald et al., 2024; Sturner et al., 2025). It has postsynapses and presynapses in the posterior slope of both hemispheres and the gnathal ganglion (Schlegel et al., 2024; Dorkenwald et al., 2024). In the VNC, it follows the dorsal median tract (Sturner et al., 2025). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024; Sturner et al., 2025)."	"VFB:FBbt_20007468"
<http://purl.obolibrary.org/obo/FBbt_00046009>	"Region of the wing pouch that will develop into wing vein L1."	
