np_type	FBbt_id	FBbt_name	pub	comment	specificity	notes	notes_2
IB094	FBbt:20001271	adult inferior bridge neuron 094					
IB095	FBbt:20001272	adult inferior bridge neuron 095					
IB096	FBbt:20001273	adult inferior bridge neuron 096					
IB097	FBbt:20001274	adult inferior bridge neuron 097					
IB098	FBbt:20001275	adult inferior bridge neuron 098					
IB099	FBbt:20001276	adult inferior bridge neuron 099					
IB100	FBbt:20001277	adult inferior bridge neuron 100					
IB101	FBbt:20001278	adult inferior bridge neuron 101					
IB102	FBbt:20001279	adult inferior bridge neuron 102					
IB103	FBbt:20001280	adult inferior bridge neuron 103					
IB104	FBbt:20001281	adult inferior bridge neuron 104					
IB105	FBbt:20001282	adult inferior bridge neuron 105					
IB106	FBbt:20001283	adult inferior bridge neuron 106					
IB107	FBbt:20001284	adult inferior bridge neuron 107					
IB108	FBbt:20001285	adult inferior bridge neuron 108					
IB109	FBbt:20001286	adult inferior bridge neuron 109					
IB110	FBbt:20001287	adult inferior bridge neuron 110					
IB111	FBbt:20001288	adult inferior bridge neuron 111					
IB112	FBbt:20001289	adult inferior bridge neuron 112					
IB113	FBbt:20001290	adult inferior bridge neuron 113					
IB114	FBbt:20001291	adult inferior bridge neuron 114					
IB115	FBbt:20001292	adult inferior bridge neuron 115					
IB116	FBbt:20001293	adult inferior bridge neuron 116					
IB117	FBbt:20001294	adult inferior bridge neuron 117					
IB118	FBbt:20001295	adult inferior bridge neuron 118					
IB119	FBbt:20001296	adult inferior bridge neuron 119					
IbSpsP	FBbt:00111383	adult inferior bridge-superior posterior slope-protocerebral bridge neuron	FlyBase:FBrf0240744				
il3LN6	FBbt:00047710	antennal lobe local neuron 6	FlyBase:FBrf0246888				
JO-A/B/C	FBbt:00100000	Johnston organ neuron			general_term		
KCa'b'-ap1	FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell					
KCa'b'-ap2	FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell					
KCa'b'-m	FBbt:00100253	alpha'/beta' middle Kenyon cell					
KCab-c	FBbt:00110929	alpha/beta core Kenyon cell					
KCab-m	FBbt:00100248	alpha/beta Kenyon cell			parent_term		
KCab-p	FBbt:00110931	alpha/beta posterior Kenyon cell					
KCab-s	FBbt:00110930	alpha/beta surface Kenyon cell					
KCg-d	FBbt:00110932	gamma dorsal Kenyon cell					
KCg-m	FBbt:00111061	gamma main Kenyon cell					
KCg-s1	FBbt:00049787	gamma-s1 Kenyon cell					
KCg-s2	FBbt:00049788	gamma-s2 Kenyon cell					
KCg-s3	FBbt:00049831	gamma-s3 Kenyon cell					
KCg-s4	FBbt:00049832	gamma-s4 Kenyon cell					
KCg-t	FBbt:00049833	gamma-t Kenyon cell					
l-LNv	FBbt:00003763	l-LNv neuron					
l2LN18	FBbt:20003734	adult antennal lobe local neuron l2LN18	FlyBase:FBrf0246888				
l2LN19	FBbt:20003735	adult antennal lobe local neuron l2LN19	FlyBase:FBrf0246888				
l2LN20	FBbt:20003736	adult antennal lobe local neuron l2LN20	FlyBase:FBrf0246888				
l2LN21	FBbt:20003737	adult antennal lobe local neuron l2LN21	FlyBase:FBrf0246888				
l2LN22	FBbt:20003738	adult antennal lobe local neuron l2LN22	FlyBase:FBrf0246888				
l2LN23	FBbt:20003739	adult antennal lobe local neuron l2LN23	FlyBase:FBrf0246888				
LAL001	FBbt:20001297	adult lateral accessory lobe neuron 001					
LAL002	FBbt:20001298	adult lateral accessory lobe neuron 002					
LAL003	FBbt:20001299	adult lateral accessory lobe neuron 003					
LAL004	FBbt:20001300	adult lateral accessory lobe neuron 004					
LAL005	FBbt:20001301	adult lateral accessory lobe neuron 005					
LAL006	FBbt:20001302	adult lateral accessory lobe neuron 006					
LAL007	FBbt:20001303	adult lateral accessory lobe neuron 007					
LAL008	FBbt:20001304	adult lateral accessory lobe neuron 008					
LAL009	FBbt:20001305	adult lateral accessory lobe neuron 009					
LAL010	FBbt:20001306	adult lateral accessory lobe neuron 010					
LAL011	FBbt:20001307	adult lateral accessory lobe neuron 011					
LAL012	FBbt:20001308	adult lateral accessory lobe neuron 012					
LAL013	FBbt:20001309	adult lateral accessory lobe neuron 013					
LAL014	FBbt:20001310	adult lateral accessory lobe neuron 014					
LAL015	FBbt:20001311	adult lateral accessory lobe neuron 015					
LAL016	FBbt:20001312	adult lateral accessory lobe neuron 016					
LAL017	FBbt:20001313	adult lateral accessory lobe neuron 017					
LAL018	FBbt:20001314	adult lateral accessory lobe neuron 018					
LAL019	FBbt:20001315	adult lateral accessory lobe neuron 019					
LAL020	FBbt:20001316	adult lateral accessory lobe neuron 020					
LAL021	FBbt:20001317	adult lateral accessory lobe neuron 021					
LAL022	FBbt:20001318	adult lateral accessory lobe neuron 022					
LAL023	FBbt:20001319	adult lateral accessory lobe neuron 023					
LAL024	FBbt:20001320	adult lateral accessory lobe neuron 024					
LAL025	FBbt:20001321	adult lateral accessory lobe neuron 025					
LAL026	FBbt:20001322	adult lateral accessory lobe neuron 026					
LAL027	FBbt:20001323	adult lateral accessory lobe neuron 027					
LAL028	FBbt:20001324	adult lateral accessory lobe neuron 028					
LAL029	FBbt:20001325	adult lateral accessory lobe neuron 029					
LAL030_a	FBbt:20001326	adult lateral accessory lobe neuron 030					
LAL030_b	FBbt:20001326	adult lateral accessory lobe neuron 030					
LAL031	FBbt:20001327	adult lateral accessory lobe neuron 031					
LAL032	FBbt:20001328	adult lateral accessory lobe neuron 032					
LAL033	FBbt:20001329	adult lateral accessory lobe neuron 033					
LAL034	FBbt:20001330	adult lateral accessory lobe neuron 034					
LAL035	FBbt:20001331	adult lateral accessory lobe neuron 035					
LAL036	FBbt:20001332	adult lateral accessory lobe neuron 036					
LAL037	FBbt:20001333	adult lateral accessory lobe neuron 037					
LAL038	FBbt:20001334	adult lateral accessory lobe neuron 038					
LAL039	FBbt:20001335	adult lateral accessory lobe neuron 039					
LAL040	FBbt:20001336	adult lateral accessory lobe neuron 040					
LAL041	FBbt:20001337	adult lateral accessory lobe neuron 041					
LAL042	FBbt:20001338	adult lateral accessory lobe neuron 042					
LAL043	FBbt:20001339	adult lateral accessory lobe neuron 043					
LAL044	FBbt:20001340	adult lateral accessory lobe neuron 044					
LAL045	FBbt:20001341	adult lateral accessory lobe neuron 045					
LAL046	FBbt:20001342	adult lateral accessory lobe neuron 046					
LAL047	FBbt:20001343	adult lateral accessory lobe neuron 047					
LAL048	FBbt:20001344	adult lateral accessory lobe neuron 048					
LAL049	FBbt:20001345	adult lateral accessory lobe neuron 049					
LAL050	FBbt:20001346	adult lateral accessory lobe neuron 050					
LAL051	FBbt:20001347	adult lateral accessory lobe neuron 051					
LAL052	FBbt:20001348	adult lateral accessory lobe neuron 052					
LAL053	FBbt:20001349	adult lateral accessory lobe neuron 053					
LAL054	FBbt:20001350	adult lateral accessory lobe neuron 054					
LAL055	FBbt:20001351	adult lateral accessory lobe neuron 055					
LAL056	FBbt:20001352	adult lateral accessory lobe neuron 056					
LAL057	FBbt:20001353	adult lateral accessory lobe neuron 057					
LAL058	FBbt:20001354	adult lateral accessory lobe neuron 058					
LAL059	FBbt:20001355	adult lateral accessory lobe neuron 059					
LAL060	FBbt:20001356	adult lateral accessory lobe neuron 060					
LAL061	FBbt:20001357	adult lateral accessory lobe neuron 061					
LAL062	FBbt:20001358	adult lateral accessory lobe neuron 062					
LAL063	FBbt:20001359	adult lateral accessory lobe neuron 063					
LAL064	FBbt:20001360	adult lateral accessory lobe neuron 064					
LAL065	FBbt:20001361	adult lateral accessory lobe neuron 065					
LAL066	FBbt:20001362	adult lateral accessory lobe neuron 066					
LAL067	FBbt:20001363	adult lateral accessory lobe neuron 067					
LAL068	FBbt:20001364	adult lateral accessory lobe neuron 068					
LAL069	FBbt:20001365	adult lateral accessory lobe neuron 069					
LAL070	FBbt:20001366	adult lateral accessory lobe neuron 070					
LAL071	FBbt:20001367	adult lateral accessory lobe neuron 071					
LAL072	FBbt:20001368	adult lateral accessory lobe neuron 072					
LAL073	FBbt:20001369	adult lateral accessory lobe neuron 073					
LAL074	FBbt:20001370	adult lateral accessory lobe neuron 074					
LAL075	FBbt:20001371	adult lateral accessory lobe neuron 075					
LAL076	FBbt:20001372	adult lateral accessory lobe neuron 076					
LAL077	FBbt:20001373	adult lateral accessory lobe neuron 077					
LAL078	FBbt:20001374	adult lateral accessory lobe neuron 078					
LAL079	FBbt:20001375	adult lateral accessory lobe neuron 079					
LAL080	FBbt:20001376	adult lateral accessory lobe neuron 080					
LAL081	FBbt:20001377	adult lateral accessory lobe neuron 081					
LAL082	FBbt:20001378	adult lateral accessory lobe neuron 082					
LAL083	FBbt:20001379	adult lateral accessory lobe neuron 083					
LAL084	FBbt:20001380	adult lateral accessory lobe neuron 084					
LAL085	FBbt:20001381	adult lateral accessory lobe neuron 085					
LAL086	FBbt:20001382	adult lateral accessory lobe neuron 086					
LAL087	FBbt:20001383	adult lateral accessory lobe neuron 087					
LAL088	FBbt:20001384	adult lateral accessory lobe neuron 088					
LAL089	FBbt:20001385	adult lateral accessory lobe neuron 089					
LAL090	FBbt:20001386	adult lateral accessory lobe neuron 090					
LAL091	FBbt:20001387	adult lateral accessory lobe neuron 091					
LAL092	FBbt:20001388	adult lateral accessory lobe neuron 092					
LAL093	FBbt:20001389	adult lateral accessory lobe neuron 093					
LAL094	FBbt:20001390	adult lateral accessory lobe neuron 094					
LAL095	FBbt:20001391	adult lateral accessory lobe neuron 095					
LAL096	FBbt:20001392	adult lateral accessory lobe neuron 096					
LAL097	FBbt:20001393	adult lateral accessory lobe neuron 097					
LAL098	FBbt:20001394	adult lateral accessory lobe neuron 098					
LAL099	FBbt:20001395	adult lateral accessory lobe neuron 099					
LAL100	FBbt:20001396	adult lateral accessory lobe neuron 100					
LAL101	FBbt:20001397	adult lateral accessory lobe neuron 101					
LAL102	FBbt:20001398	adult lateral accessory lobe neuron 102					
LAL103	FBbt:20001399	adult lateral accessory lobe neuron 103					
LAL104	FBbt:20001400	adult lateral accessory lobe neuron 104					
LAL105	FBbt:20001401	adult lateral accessory lobe neuron 105					
LAL106	FBbt:20001402	adult lateral accessory lobe neuron 106					
LAL107	FBbt:20001403	adult lateral accessory lobe neuron 107					
LAL108	FBbt:20001404	adult lateral accessory lobe neuron 108					
LAL109	FBbt:20001405	adult lateral accessory lobe neuron 109					
LAL110	FBbt:20001406	adult lateral accessory lobe neuron 110					
LAL111	FBbt:20001407	adult lateral accessory lobe neuron 111					
LAL112	FBbt:20001408	adult lateral accessory lobe neuron 112					
LAL113	FBbt:20001409	adult lateral accessory lobe neuron 113					
LAL114	FBbt:20001410	adult lateral accessory lobe neuron 114					
LAL115	FBbt:20001411	adult lateral accessory lobe neuron 115					
LAL116	FBbt:20001412	adult lateral accessory lobe neuron 116					
LAL117	FBbt:20001413	adult lateral accessory lobe neuron 117					
LAL118	FBbt:20001414	adult lateral accessory lobe neuron 118					
LAL119	FBbt:20001415	adult lateral accessory lobe neuron 119					
LAL120	FBbt:20001416	adult lateral accessory lobe neuron 120					
LAL121	FBbt:20001417	adult lateral accessory lobe neuron 121					
LAL122	FBbt:20001418	adult lateral accessory lobe neuron 122					
LAL123	FBbt:20001419	adult lateral accessory lobe neuron 123					
LAL124	FBbt:20001420	adult lateral accessory lobe neuron 124					
LAL125	FBbt:20001421	adult lateral accessory lobe neuron 125					
LAL126	FBbt:20001422	adult lateral accessory lobe neuron 126					
LAL127	FBbt:20001423	adult lateral accessory lobe neuron 127					
LAL128	FBbt:20001424	adult lateral accessory lobe neuron 128					
LAL129	FBbt:20001425	adult lateral accessory lobe neuron 129					
LAL130	FBbt:20001426	adult lateral accessory lobe neuron 130					
LAL131	FBbt:20001427	adult lateral accessory lobe neuron 131					
LAL132	FBbt:20001428	adult lateral accessory lobe neuron 132					
LAL133	FBbt:20001429	adult lateral accessory lobe neuron 133					
LAL134	FBbt:20001430	adult lateral accessory lobe neuron 134					
LAL135	FBbt:20001431	adult lateral accessory lobe neuron 135					
LAL136_a	FBbt:20001432	adult lateral accessory lobe neuron 136					
LAL136_b	FBbt:20001432	adult lateral accessory lobe neuron 136					
LAL137	FBbt:20001433	adult lateral accessory lobe neuron 137					
LAL138	FBbt:20001434	adult wedge-bilateral lateral accessory lobe neuron					
LAL139	FBbt:20001435	adult lateral accessory lobe neuron 139					
LAL140	FBbt:20001436	adult lateral accessory lobe neuron 140					
LAL141	FBbt:20001437	adult lateral accessory lobe neuron 141					
LAL142	FBbt:20001438	adult lateral accessory lobe neuron 142					
LAL143	FBbt:20001439	adult lateral accessory lobe neuron 143					
LAL144	FBbt:20001440	adult lateral accessory lobe neuron 144					
LAL145	FBbt:20001441	adult lateral accessory lobe neuron 145					
LAL146	FBbt:20001442	adult lateral accessory lobe neuron 146					
LAL147	FBbt:20001443	adult lateral accessory lobe neuron 147					
LAL148	FBbt:20001444	adult lateral accessory lobe neuron 148					
LAL149	FBbt:20001445	adult lateral accessory lobe neuron 149					
LAL150	FBbt:20001446	adult lateral accessory lobe neuron 150					
LAL151	FBbt:20001447	adult lateral accessory lobe neuron 151					
LAL152	FBbt:20001448	adult lateral accessory lobe neuron 152					
LAL153	FBbt:20001449	adult lateral accessory lobe neuron 153					
LAL154	FBbt:20001450	adult lateral accessory lobe neuron 154					
LAL155	FBbt:20001451	adult lateral accessory lobe neuron 155					
LAL156	FBbt:20001452	adult lateral accessory lobe neuron 156					
LAL157	FBbt:20001453	adult lateral accessory lobe neuron 157					
LAL158	FBbt:20001454	adult lateral accessory lobe neuron 158					
LAL159	FBbt:20001455	adult lateral accessory lobe neuron 159					
LAL160	FBbt:20001456	adult lateral accessory lobe neuron 160					
LAL161	FBbt:20001457	adult lateral accessory lobe neuron 161					
LAL162	FBbt:20001458	adult lateral accessory lobe neuron 162					
LAL163	FBbt:20001459	adult lateral accessory lobe neuron 163					
LAL164	FBbt:20001460	adult lateral accessory lobe neuron 164					
LAL165	FBbt:20001461	adult lateral accessory lobe neuron 165					
LAL166	FBbt:20001462	adult lateral accessory lobe neuron 166					
LAL167	FBbt:20001463	adult lateral accessory lobe neuron 167					
LAL168	FBbt:20001464	adult lateral accessory lobe neuron 168					
LAL169	FBbt:20001465	adult lateral accessory lobe neuron 169					
LAL170	FBbt:20001466	adult lateral accessory lobe neuron 170					
LAL171	FBbt:20001467	adult lateral accessory lobe neuron 171					
LAL172	FBbt:20001468	adult lateral accessory lobe neuron 172					
LAL173	FBbt:20001469	adult lateral accessory lobe neuron 173					
LAL174	FBbt:20001470	adult lateral accessory lobe neuron 174					
LAL175	FBbt:20001471	adult lateral accessory lobe neuron 175					
LAL176	FBbt:20001472	adult lateral accessory lobe neuron 176					
LAL177	FBbt:20001473	adult lateral accessory lobe neuron 177					
LAL178	FBbt:20001474	adult lateral accessory lobe neuron 178					
LAL179	FBbt:20001475	adult lateral accessory lobe neuron 179					
LAL180	FBbt:20001476	adult lateral accessory lobe neuron 180					
LAL181	FBbt:20001477	adult lateral accessory lobe neuron 181					
LAL182	FBbt:20001478	adult lateral accessory lobe neuron 182					
LAL183	FBbt:20001479	adult lateral accessory lobe neuron 183					
LAL184	FBbt:20001480	adult lateral accessory lobe neuron 184					
LAL185	FBbt:20001481	adult lateral accessory lobe neuron 185					
LAL186	FBbt:20001482	adult lateral accessory lobe neuron 186					
LAL187	FBbt:20001483	adult lateral accessory lobe neuron 187					
LAL188	FBbt:20001484	adult lateral accessory lobe neuron 188					
LAL189	FBbt:20001485	adult lateral accessory lobe neuron 189					
LAL190	FBbt:20001486	adult lateral accessory lobe neuron 190					
LAL191	FBbt:20001487	adult lateral accessory lobe neuron 191					
LAL192	FBbt:20001488	adult lateral accessory lobe neuron 192					
LAL193	FBbt:20001489	adult lateral accessory lobe neuron 193					
LAL194	FBbt:20001490	adult lateral accessory lobe neuron 194					
LAL195	FBbt:20001491	adult lateral accessory lobe neuron 195					
LAL196	FBbt:20001492	adult lateral accessory lobe neuron 196					
LAL197	FBbt:20001493	adult lateral accessory lobe neuron 197					
LAL198	FBbt:20001494	adult lateral accessory lobe neuron 198					
LAL199	FBbt:20001495	adult lateral accessory lobe neuron 199					
LAL200	FBbt:20001496	adult lateral accessory lobe neuron 200					
LAL201	FBbt:20001497	adult lateral accessory lobe neuron 201					
LAL202	FBbt:20001498	adult lateral accessory lobe neuron 202					
LAL203	FBbt:20001499	adult lateral accessory lobe neuron 203					
LAL204	FBbt:20001500	adult lateral accessory lobe neuron 204					
LC10	FBbt:00100482	lobula columnar neuron LC10					
LC11	FBbt:00100483	lobula columnar neuron LC11					
LC12	FBbt:00100484	lobula columnar neuron LC12					
LC13	FBbt:00100485	lobula columnar neuron LC13					
LC14	FBbt:00100486	lobula columnar neuron LC14					
LC15	FBbt:00111750	lobula columnar neuron LC15					
LC16	FBbt:00111751	lobula columnar neuron LC16					
LC17	FBbt:00111752	lobula columnar neuron LC17					
LC18	FBbt:00111753	lobula columnar neuron LC18					
LC20	FBbt:00111755	lobula columnar neuron LC20					
LC21	FBbt:00111756	lobula columnar neuron LC21					
LC22	FBbt:00111757	lobula columnar neuron LC22					
LC24	FBbt:00111759	lobula columnar neuron LC24					
LC25	FBbt:00111760	lobula columnar neuron LC25					
LC26	FBbt:00111761	lobula columnar neuron LC26					
LC27	FBbt:00051248	lobula columnar neuron LC27					
LC28a	FBbt:00003870	lobula columnar neuron			general_term		
LC28b	FBbt:00003870	lobula columnar neuron			general_term		
LC29	FBbt:00003870	lobula columnar neuron			general_term		
LC31	FBbt:00003870	lobula columnar neuron			general_term		
LC32	FBbt:00003870	lobula columnar neuron			general_term		
LC33a	FBbt:00051247	lobula columnar neuron LC33					
LC33b	FBbt:00051247	lobula columnar neuron LC33					
LC34	FBbt:00003870	lobula columnar neuron			general_term		
LC35	FBbt:00003870	lobula columnar neuron			general_term		
LC36	FBbt:00003870	lobula columnar neuron			general_term		
LC37a	FBbt:00003870	lobula columnar neuron			general_term		
LC37b	FBbt:00003870	lobula columnar neuron			general_term		
LC38	FBbt:00003870	lobula columnar neuron			general_term		
LC39	FBbt:00003870	lobula columnar neuron			general_term		
LC4	FBbt:00003874	lobula columnar neuron LC4					
LC40a	FBbt:00003870	lobula columnar neuron			general_term		
LC40b	FBbt:00003870	lobula columnar neuron			general_term		
LC41	FBbt:00003870	lobula columnar neuron			general_term		
LC43	FBbt:00003870	lobula columnar neuron			general_term		
LC44	FBbt:00003870	lobula columnar neuron			general_term		
LC45a	FBbt:00003870	lobula columnar neuron			general_term		
LC45b	FBbt:00003870	lobula columnar neuron			general_term		
LC46a	FBbt:00003870	lobula columnar neuron			general_term		
LC46b	FBbt:00003870	lobula columnar neuron			general_term		
LC6	FBbt:00003876	lobula columnar neuron LC6					
LC9	FBbt:00100480	lobula columnar neuron LC9					
LCNOp	FBbt:00049139	adult lateral accessory lobe-crepine-posterior nodulus 3 neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.			
LCNOpm	FBbt:00049138	adult lateral accessory lobe-crepine-posterior and medial nodulus 3 neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.			
